Giro,Nombre Comercial,Razón Social,Código Scian,Actividad,Tamaño,Calle,Número Exterior,Letra Exterior,Número Interior,Letra Interior,Colonia,Código Postal,Estado,Ciudad,Teléfono,Email,Página web
Hotelería y Restaurantes,BODEGA AUXILIAR EL APAPACHO,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,41,0,SN,5103,,CENTRO,97000,Yucatán,Mérida,,,
Hotelería y Restaurantes,BONHEUR CHEESECAKE,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,41,252,,,,FRANCISCO DE MONTEJO III,97203,Yucatán,Mérida,9991728338,KB51.529@GMAIL.COM,
Hotelería y Restaurantes,BUEVITOS,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,41,330,,,,FRANCISCO DE MONTEJO III,97203,Yucatán,Mérida,9995586053,,
Hotelería y Restaurantes,BURGERS 66,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,41,284,,0,,FRANCISCO DE MONTEJO III,97144,Yucatán,Mérida,9996013162,,
Hotelería y Restaurantes,CAFE 41,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,41,0,SN,,,VALLADOLID,97782,Yucatán,Valladolid,,,
Hotelería y Restaurantes,CAFE CREME,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,41,386,B,0,,CENTRO,97000,Yucatán,Mérida,9992785073,CAFECREMEMERIDA@HOTMAIL.COM,
Hotelería y Restaurantes,CAFE FLORECIENTE ROSAGANTE,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,41,0,SN,,,FRANCISCO DE MONTEJO V,97203,Yucatán,Mérida,9992270211,,
Hotelería y Restaurantes,CAFETERIA AMOR Y AMOR,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,41,262,,,,JUAN PABLO II,97246,Yucatán,Mérida,9999072935,,
Hotelería y Restaurantes,CAFETERIA CASA CRUZ,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,41,436,B,0,,INDUSTRIAL,97150,Yucatán,Mérida,9999970112,CAFETERIACASACRUZ@GMAIL.COM,
Hotelería y Restaurantes,CAFETERIA CASA MIA COCINA Y ARTE,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,41,452,A,,,INDUSTRIAL,97150,Yucatán,Mérida,9992669755,,
Hotelería y Restaurantes,CAFETERIA DIVINO CIELO,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,41,204,B,,,CENTRO,97780,Yucatán,Valladolid,9856881319,,
Hotelería y Restaurantes,CAFETERIA DON DOLCHE CAFE,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,41,170,E,,,SANT ANA,97780,Yucatán,Valladolid,9851140380,,
Hotelería y Restaurantes,CAFETERIA ESCUELA SECUNDARIA,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,41,438,,0,,INDUSTRIAL,97150,Yucatán,Mérida,,,
Hotelería y Restaurantes,CAFETERIA PREPA1,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,41,0,SN,0,,EL FENIX,97155,Yucatán,Mérida,,,
Hotelería y Restaurantes,CAFETERIA REBELS,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,41,0,SN,,,CENTRO,97780,Yucatán,Valladolid,,,
Hotelería y Restaurantes,CAFETERIA SIN NOMBRE,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,41,0,SN,,,VALLADOLID,97782,Yucatán,Valladolid,,,
Hotelería y Restaurantes,CAFETERIA STARS AND COFFEE,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,41,0,SN,,,LAZARO CARDENAS,97970,Yucatán,Tekax,9971455110,,
Hotelería y Restaurantes,CANTINA BAR EL CARDENAL,,722412,"Bares, cantinas y similares",0 a 5 personas,41,0,SN,,,CENTRO,97700,Yucatán,Tizimín,9861014026,,
Hotelería y Restaurantes,CANTINA LA JOYITA,,722412,"Bares, cantinas y similares",6 a 10 personas,41,0,SN,0,,CENTRO,97780,Yucatán,Valladolid,,,
Hotelería y Restaurantes,CARNITAS ESTILO MICHOACAN SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,405,,,,JUAN PABLO II AMPLIACION,97246,Yucatán,Mérida,,,
Hotelería y Restaurantes,CASA DE HUESPEDES AIRBNB CASA MARGARITAS,,721311,Pensiones y casas de huéspedes,0 a 5 personas,41,0,SN,,,CENTRO,97780,Yucatán,Valladolid,,,
Hotelería y Restaurantes,CHICHARRONERIA PANCHO,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,147,,,,MULSAY,97246,Yucatán,Mérida,,,
Hotelería y Restaurantes,CHONITA PIZZERIA,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",6 a 10 personas,41,310,,,,FRANCISCO DE MONTEJO III,97203,Yucatán,Mérida,9992652753,PIZZERIACHONITA@GMAIL.COM,
Hotelería y Restaurantes,CHURROS EL PADRINO,,722519,Servicios de preparación de otros alimentos para consumo inmediato,6 a 10 personas,41,202,D,,,CENTRO,97780,Yucatán,Valladolid,,,
Hotelería y Restaurantes,CIELITO LINDO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,0,SN,,,SAN ESTEBAN,97960,Yucatán,Tzucacab,,,
Hotelería y Restaurantes,COCINA DON CAMEJO,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,41,554,,,,CENTRO,97000,Yucatán,Mérida,9999098636,,
Hotelería y Restaurantes,COCINA ECONOMICA,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,41,0,SN,,,VALLADOLID,97782,Yucatán,Valladolid,,,
Hotelería y Restaurantes,COCINA ECONOMICA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,,,NUEVA YUCALPETEN,97320,Yucatán,Progreso,,,
Hotelería y Restaurantes,COCINA ECONOMICA,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,41,313,,0,,PACABTUN,97160,Yucatán,Mérida,,,
Hotelería y Restaurantes,COCINA ECONOMICA CHAN K OBEN,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,6 a 10 personas,41,20,,20,,PIEDRA DE AGUA,97392,Yucatán,Umán,9992735033,,
Hotelería y Restaurantes,COCINA ECONOMICA DOÑA NENA,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,41,538,,0,,JUAN PABLO II,97246,Yucatán,Mérida,9992237075,,
Hotelería y Restaurantes,COCINA ECONOMICA EL DON DE PAPA,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,41,173,,,,SANTA ANA,97780,Yucatán,Valladolid,,,
Hotelería y Restaurantes,COCINA ECONOMICA EL POLLO CONTENTO,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,41,0,SN,0,,CIUDAD,97000,Yucatán,Mérida,9991195023,,
Hotelería y Restaurantes,COCINA ECONOMICA GALERA,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,41,0,SN,,,SAN LORENZO,97390,Yucatán,Umán,9993529358,,
Hotelería y Restaurantes,COCINA ECONOMICA KOOTEN O OCH,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,6 a 10 personas,41,695,A,,,CAUCEL,97300,Yucatán,Mérida,9993356345,,
Hotelería y Restaurantes,COCINA ECONOMICA LA MAMITA,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,41,602,,0,,CIUDAD CAUCEL,97314,Yucatán,Mérida,9991731772,,
Hotelería y Restaurantes,COCINA ECONOMICA SR CARA DE PAPA,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,41,366,,0,,EMILIANO ZAPATA ORIENTE,97144,Yucatán,Mérida,9997391945,,
Hotelería y Restaurantes,COCINA MEXICANA YAKUNAJ,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,11 a 30 personas,41,224,,,,CENTRO,97780,Yucatán,Valladolid,9851067278,YAKUNAJCOMIDAMEXICANA@HOTMAIL.COM,
Hotelería y Restaurantes,COCTELERIA VERACRUZ,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,41,0,SN,,,VALLADOLID,97782,Yucatán,Valladolid,,,
Hotelería y Restaurantes,COMIDA CASERA,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,41,409,,,,PEDREGALES DE TANLUM,97210,Yucatán,Mérida,9992634683,,
Hotelería y Restaurantes,COMIDA CHINA TAIWAN,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,41,440,P,0,,INDUSTRIAL,97150,Yucatán,Mérida,9994320205,,
Hotelería y Restaurantes,COMIDA Y CARNES ASADAS SIN NOMBRE,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,41,337,,,,JUAN PABLO II,97246,Yucatán,Mérida,,,
Hotelería y Restaurantes,COMIDAS JOBIS,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,41,779,,,,PIEDRA DE AGUA,97392,Yucatán,Umán,,,
Hotelería y Restaurantes,COOPERATIVA EX FACULTAD DE QUIMICA,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,41,0,SN,,,EL FENIX,97155,Yucatán,Mérida,,,
Hotelería y Restaurantes,DELI POLLO,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,41,521,,,,JUAN PABLO II MAGISTERIO,97246,Yucatán,Mérida,,,
Hotelería y Restaurantes,DON MACHETE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,,,BACALAR,97784,Yucatán,Valladolid,,,
Hotelería y Restaurantes,EL CAZITO MAGICO,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,,,MULSAY,97246,Yucatán,Mérida,,,
Hotelería y Restaurantes,EL CHAVO DEL HOT TAQUERIA,,722514,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,41,0,SN,,,VALLADOLID,97782,Yucatán,Valladolid,,,
Hotelería y Restaurantes,EL COMPA TACOS TORTAS Y QUESADILAS,,722514,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,41,456,A,0,,INDUSTRIAL,97150,Yucatán,Mérida,,,
Hotelería y Restaurantes,EL HIDALGUENSE ANTOJITOS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,444,A,,,INDUSTRIAL,97150,Yucatán,Mérida,,QUESADILLA_EL_HIDALGUENSE@HOTMAIL.COM,ABARROTESPUNTODEVENTA.COM
Hotelería y Restaurantes,EL MERCADO DE LA 41,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,0,SN,,,BACALAR,97784,Yucatán,Valladolid,,,
Hotelería y Restaurantes,EL PESCADOR,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,41,182,A,0,,SANTA ANA,97780,Yucatán,Valladolid,,,
Hotelería y Restaurantes,EL PILON DE LA AVENIDA,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,41,0,SN,,,CHOBENCHE,97970,Yucatán,Tekax,9979793378,,
Hotelería y Restaurantes,EL POLLO VIAJERO,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,41,0,SN,,,SANTA ANA,97780,Yucatán,Valladolid,9851137102,,
Hotelería y Restaurantes,EL SAZON DE VALLADOLID,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,11 a 30 personas,41,235,,0,,BACALAR,97784,Yucatán,Valladolid,,GERARDOCASTROMENA@GMAIL.COM,
Hotelería y Restaurantes,ELABORACION DE ANTOJITOS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,0,,FRANCISCO SARABIA,97930,Yucatán,Peto,,,
Hotelería y Restaurantes,EMPANADAS EL NORTEÑO,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,,,VALLADOLID,97782,Yucatán,Valladolid,9858523475,,
Hotelería y Restaurantes,F SLOREY FRAPPES Y SNAKS,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,41,805,B,,,TIXCACAL PASEOS DE OPICHEN,97312,Yucatán,Mérida,9994391445,,
Hotelería y Restaurantes,FONDA LOS YUCAMICH,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,41,0,SN,,,CHOBENCHE,97970,Yucatán,Tekax,4438011297,,
Hotelería y Restaurantes,GALLETAS DR,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,41,252,,,,FRANCISCO DE MONTEJO III,97203,Yucatán,Mérida,,,
Hotelería y Restaurantes,GELATTO CAFE,GRUPO TOSTELLO SA DE CV,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",11 a 30 personas,41,136,5,5,,FRANCISCO DE MONTEJO III,97203,Yucatán,Mérida,,,WWW.GELATTOCAFEMERIDA.COM
Hotelería y Restaurantes,HERMANOS ORTIZ,,722516,Restaurantes de autoservicio,0 a 5 personas,41,0,SN,,,CENTRO,97430,Yucatán,Motul,,,
Hotelería y Restaurantes,HOT DOGS VALENCIAS,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,41,0,SN,,,INDUSTRIAL,97150,Yucatán,Mérida,,VALENCIAS_HOTDOGS_MID@OUTLOOK.COM,
Hotelería y Restaurantes,HOTEL 41,,721111,Hoteles con otros servicios integrados,0 a 5 personas,41,287,,,,BACALAR,97780,Yucatán,Valladolid,,HOTEL41VALLADOLID@GMAIL.COM,
Hotelería y Restaurantes,HOTEL CASA SAN ROQUE VALLADOLID,,721111,Hoteles con otros servicios integrados,0 a 5 personas,41,193,B,,,CENTRO,97780,Yucatán,Valladolid,,CASASANROQUEVALLADOLID@HOTMAIL.COM,WWW.CASASANROQUEVALLADOLID.COM
Hotelería y Restaurantes,HOTEL EL ZAGUAN COLONIAL,INMOBILIARIA EL ZAGUAN COLONIAL S DE RL DE CV,721111,Hoteles con otros servicios integrados,0 a 5 personas,41,279,B,,,BACALAR,97780,Yucatán,Valladolid,,GERENCIA@ELZAGUANCOLONIAL.COM,WWW.ELZAGUANCOLONIAL.COM
Hotelería y Restaurantes,HOTEL KINYAAH,MEF BUSSINESS CONSULTING SAPI DE CV,721112,Hoteles sin otros servicios integrados,6 a 10 personas,41,436,D,,,INDUSTRIAL,97150,Yucatán,Mérida,,GERENCIA@MEFBUSINESS.MX,WWW.KINYAAH.MX
Hotelería y Restaurantes,HOTEL MAYA,,721112,Hoteles sin otros servicios integrados,0 a 5 personas,41,231,,0,,BACALAR,97784,Yucatán,Valladolid,,HOTELMAYA2014@HOTMAIL.COM,
Hotelería y Restaurantes,HOTEL MAYAN CHIC,,721112,Hoteles sin otros servicios integrados,0 a 5 personas,41,0,SN,321,,FRANCISCO DE MONTEJO III,97203,Yucatán,Mérida,,,WWW.HOTELMAYACHIC.COM
Hotelería y Restaurantes,HOTEL OLBIL,,721111,Hoteles con otros servicios integrados,0 a 5 personas,41,169,G,,,SANTA ANA,97780,Yucatán,Valladolid,,INFO@OLBILHOTEL.COM,WWW.HOTELOLBIL.COM
Hotelería y Restaurantes,HOTEL QUINTA PREMIER,,721112,Hoteles sin otros servicios integrados,0 a 5 personas,41,354,,0,,CUAUHTEMOC,97370,Yucatán,Kanasín,9991296404,,
Hotelería y Restaurantes,HOTEL SANTA ANA,,721112,Hoteles sin otros servicios integrados,0 a 5 personas,41,180,,0,,SANTA ANA,97780,Yucatán,Valladolid,9858565258,,
Hotelería y Restaurantes,HOTEL WAYE,OPERADORA TURISTICA PIEDRA Y PIEDRA SA DE CV,721112,Hoteles sin otros servicios integrados,11 a 30 personas,41,0,SN,,,BACALAR,97784,Yucatán,Valladolid,,,WWW.WAYE.MX
Hotelería y Restaurantes,HOTEL YAASH VALLADOLID,,721112,Hoteles sin otros servicios integrados,0 a 5 personas,41,,SN,,,SISAL,97784,Yucatán,Valladolid,9851018894,,
Hotelería y Restaurantes,HOTEL ZIBAHUN,,721112,Hoteles sin otros servicios integrados,6 a 10 personas,41,248,A,,,BACALAR,97784,Yucatán,Valladolid,,HOTELZIBAHUN@GMAIL.COM,WWW.ZIBAHUN.COM
Hotelería y Restaurantes,HUEVOS MOTULEÑOS Y MAS FRANCISCO DE MONTEJO,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,41,375,,0,,FRANCISCO DE MONTEJO II,97203,Yucatán,Mérida,,HMFCMONTEJO@GMAIL.COM,
Hotelería y Restaurantes,KEKAS ARMY,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,,,SANTA ANA,97780,Yucatán,Valladolid,9852573947,,
Hotelería y Restaurantes,LA CASA DEL FRAPPE,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,41,723,,,,PIEDRA DE AGUA,97392,Yucatán,Umán,5566036630,,
Hotelería y Restaurantes,LA CASITA GRIS,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,41,0,SN,,,HUAYITA,97700,Yucatán,Tizimín,9861032569,,
Hotelería y Restaurantes,LA CASONA DE VALLADOLID,EXPERIENCIAS XCARET PARQUES SAPI DE CV,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,41,214,,,,CENTRO,97780,Yucatán,Valladolid,,IMPUESTOS@XCARET.COM,WWW.XCARET.COM
Hotelería y Restaurantes,LA FLOR DE DALIA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,,,SAN MARCOS NOCOH,97290,Yucatán,Mérida,9994187793,,
Hotelería y Restaurantes,LA MAZORCA MID,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,41,320,,0,,FRANCISCO DE MONTEJO III,97203,Yucatán,Mérida,9991148534,,
Hotelería y Restaurantes,LA NEGRITA CORAZON,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,41,286,,0,,FRANCISCO DE MONTEJO III,97203,Yucatán,Mérida,9993391669,,
Hotelería y Restaurantes,LA PASADITA,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,41,458,C,,,INDUSTRIAL,97150,Yucatán,Mérida,9991569457,,
Hotelería y Restaurantes,LA TRANKERA,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,41,319,,0,,FRANCISCO DE MONTEJO III,97203,Yucatán,Mérida,9999465624,,
Hotelería y Restaurantes,LA VERACRUZANA ANTOJITOS MEXICANOS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,481,A,0,,JUAN PABLO II AMPLIACION,97246,Yucatán,Mérida,9995874400,,
Hotelería y Restaurantes,LAS ENCHILADAS,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,41,0,SN,271,,LA CASTELLANA,97203,Yucatán,Mérida,,,
Hotelería y Restaurantes,LAS QUESABIRRIAS,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,291,,,,FRANCISCO DE MONTEJO III,97203,Yucatán,Mérida,9993314291,,
Hotelería y Restaurantes,LONCERIA LAS TRES PRINCESAS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,,,SAN ESTEBAN,97960,Yucatán,Tzucacab,9971395770,,
Hotelería y Restaurantes,LONCHERIA CRUZ,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,179,,0,,SANTA ANA,97780,Yucatán,Valladolid,9851131164,,
Hotelería y Restaurantes,LONCHERIA DEL COBAY,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,0,SN,,,SANTIAGO,97860,Yucatán,Ticul,,,
Hotelería y Restaurantes,LONCHERIA DOÑA TERE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,,SN,,,SAN FRANCISCO,97970,Yucatán,Tekax,,,
Hotelería y Restaurantes,LONCHERIA EL AMIGO TOVA JR,,722513,Restaurantes con servicio de preparación de antojitos,6 a 10 personas,41,0,SN,,,SAN FRANCISCO,97970,Yucatán,Tekax,9971157293,,
Hotelería y Restaurantes,LONCHERIA EL REY DE LAS EMPANADAS,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,160,,0,,VALLADOLID,97782,Yucatán,Valladolid,9851151716,,
Hotelería y Restaurantes,LONCHERIA ESMERALDA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,,,SANTOYO,97880,Yucatán,Oxkutzcab,9971186984,,
Hotelería y Restaurantes,LONCHERIA ESTEFANIA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,350,,0,,EMILIANO ZAPATA ORIENTE,97144,Yucatán,Mérida,9901891849,,
Hotelería y Restaurantes,LONCHERIA LA AVENIDA,,722513,Restaurantes con servicio de preparación de antojitos,6 a 10 personas,41,3,,,,LAZARO CARDENAS,97970,Yucatán,Tekax,9971283537,,
Hotelería y Restaurantes,LONCHERIA LAS MAS CARBONAS,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,41,493,,0,,JUAN PABLO II MAGISTERIO,97246,Yucatán,Mérida,9992427860,ELIASTGIMACRO@YAHOO.COM.MX,
Hotelería y Restaurantes,LONCHERIA LOS 3 HERMANOS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,0,,HIDALGO,97990,Yucatán,Akil,9979799234,,
Hotelería y Restaurantes,LONCHERIA LOS 3 HERMNOS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,270,A,0,,BACALAR,97784,Yucatán,Valladolid,,,
Hotelería y Restaurantes,LONCHERIA MA.ELENA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,0,SN,,,EL FENIX,97155,Yucatán,Mérida,,,
Hotelería y Restaurantes,LONCHERIA MARI,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,,,SAN FRANCISCO,97970,Yucatán,Tekax,9971364506,,
Hotelería y Restaurantes,LONCHERIA MARICARMEN,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,0,,SANTOYO,97880,Yucatán,Oxkutzcab,9971230795,,
Hotelería y Restaurantes,LONCHERIA NELOS,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,41,575,A,,,CENTRO,97000,Yucatán,Mérida,9991600522,,
Hotelería y Restaurantes,LONCHERIA NOEMI,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,,,SAN FRANCISCO,97970,Yucatán,Tekax,9971005623,,
Hotelería y Restaurantes,LONCHERIA RAMIREZ,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,,,CENTRO,97970,Yucatán,Tekax,,,
Hotelería y Restaurantes,LONCHERIA SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,,,SANTA ANA,97780,Yucatán,Valladolid,,,
Hotelería y Restaurantes,LONCHERIALAESQUINA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,,SN,,,HIDALGO,97990,Yucatán,Akil,,,
Hotelería y Restaurantes,LOS TARASCOS,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,300,,0,,UNIDAD H REVOLUCION CORDEMEX,97110,Yucatán,Mérida,9996085671,,
Hotelería y Restaurantes,MAMMA LA PIZZELLA,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,41,279,,,,LA CASTELLANA,97203,Yucatán,Mérida,,,
Hotelería y Restaurantes,MARE HA,,722512,Restaurantes con servicio de preparación de pescados y mariscos,11 a 30 personas,41,,SN,,,FRANCISCO DE MONTEJO III,97203,Yucatán,Mérida,9993935757,,
Hotelería y Restaurantes,MARISQUERIA DORY,,722512,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,41,25,,,,PIEDRA DE AGUA,97392,Yucatán,Umán,,,
Hotelería y Restaurantes,MARQUESITAS EL JUSTO JUEZ,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,41,0,SN,0,,CENTRO,97780,Yucatán,Valladolid,,,
Hotelería y Restaurantes,MAS QUE RICO CUBAN FLAVOR,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,41,283,,,,LA CASTELLANA,97203,Yucatán,Mérida,,,
Hotelería y Restaurantes,MATEOS PIZZA,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,41,0,SN,,,CENTRO,97970,Yucatán,Tekax,9994200395,,
Hotelería y Restaurantes,MOKEY PAPAS,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,41,202,A,,,CENTRO,97780,Yucatán,Valladolid,,,
Hotelería y Restaurantes,MONKEY PAPAS,,722516,Restaurantes de autoservicio,11 a 30 personas,41,298,,,,FRANCISCO DE MONTEJO III,97203,Yucatán,Mérida,,,WWW.MONKEYPAPAS.COM.MX
Hotelería y Restaurantes,MORENA SNACKS,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,41,0,SN,,,BACALAR,97784,Yucatán,Valladolid,9858521841,,
Hotelería y Restaurantes,NANES FRAPERIA,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,41,282,,,,UNIDAD H REVOLUCION CORDEMEX,97110,Yucatán,Mérida,9999684273,,
Hotelería y Restaurantes,NYAM NYAM COREAN FOOD,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,41,307,,,,FRANCISCO DE MONTEJO III,97203,Yucatán,Mérida,,,
Hotelería y Restaurantes,PACHAMAMA,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,41,0,SN,,,INDUSTRIAL,97150,Yucatán,Mérida,,,
Hotelería y Restaurantes,PENICHEF,,722514,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,41,0,SN,,,FRANCISCO DE MONTEJO III,97203,Yucatán,Mérida,9992185125,,
Hotelería y Restaurantes,PESCADOS IAN EIKER,,722512,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,41,0,SN,,,NUEVA YUCALPETEN,97320,Yucatán,Progreso,9994489879,,
Hotelería y Restaurantes,PIKA TAKO PIZZA,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",6 a 10 personas,41,228,,,,SISAL,97784,Yucatán,Valladolid,,,
Hotelería y Restaurantes,PIZZA RICARDOS,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,41,0,SN,,,EMILIANO ZAPATA ORIENTE,97144,Yucatán,Mérida,9991655964,,
